Learning Rate,No. Estimators,Subsample,Criterion,Tree Depth,Val. Macro F1,Val. Micro F1,Val. Weighted F1
296,0.01,200,0.8,friedman_mse,1,0.6329239252264843,0.9072063178677197,0.8957213143690872
297,0.01,200,0.8,friedman_mse,2,0.7039330013104922,0.9230009871668311,0.9207565157898397
298,0.01,200,0.8,friedman_mse,3,0.7098030118148997,0.9210266535044422,0.9201686745571597
299,0.01,200,0.8,friedman_mse,4,0.7192166221246611,0.9264560710760118,0.9250518961451323
300,0.01,200,0.8,squared_error,1,0.6329239252264843,0.9072063178677197,0.8957213143690872
301,0.01,200,0.8,squared_error,2,0.7039330013104922,0.9230009871668311,0.9207565157898397
302,0.01,200,0.8,squared_error,3,0.7090828355042802,0.920533070088845,0.919742813257497
303,0.01,200,0.8,squared_error,4,0.7192166221246611,0.9264560710760118,0.9250518961451323
304,0.01,200,0.9,friedman_mse,1,0.6329239252264843,0.9072063178677197,0.8957213143690872
305,0.01,200,0.9,friedman_mse,2,0.711672507544563,0.9249753208292202,0.9227069421234613
306,0.01,200,0.9,friedman_mse,3,0.7090828355042802,0.920533070088845,0.919742813257497
307,0.01,200,0.9,friedman_mse,4,0.7164439836844803,0.9259624876604146,0.9240660895121344
308,0.01,200,0.9,squared_error,1,0.6329239252264843,0.9072063178677197,0.8957213143690872
309,0.01,200,0.9,squared_error,2,0.711672507544563,0.9249753208292202,0.9227069421234613
310,0.01,200,0.9,squared_error,3,0.7090828355042802,0.920533070088845,0.919742813257497
311,0.01,200,0.9,squared_error,4,0.7164439836844803,0.9259624876604146,0.9240660895121344
312,0.01,200,1.0,friedman_mse,1,0.6329239252264843,0.9072063178677197,0.8957213143690872
313,0.01,200,1.0,friedman_mse,2,0.7173023398018131,0.9259624876604146,0.9240532597332306
314,0.01,200,1.0,friedman_mse,3,0.7090828355042802,0.920533070088845,0.919742813257497
315,0.01,200,1.0,friedman_mse,4,0.7146057396930099,0.9264560710760118,0.9238085441676299
316,0.01,200,1.0,squared_error,1,0.6329239252264843,0.9072063178677197,0.8957213143690872
317,0.01,200,1.0,squared_error,2,0.7173023398018131,0.9259624876604146,0.9240532597332306
318,0.01,200,1.0,squared_error,3,0.7090828355042802,0.920533070088845,0.919742813257497
319,0.01,200,1.0,squared_error,4,0.7146057396930099,0.9264560710760118,0.9238085441676299
320,0.05,50,0.1,friedman_mse,1,0.6844379150573418,0.9180651530108588,0.9139815836804129
321,0.05,50,0.1,friedman_mse,2,0.730995271730968,0.9304047384007897,0.9289833241373509
322,0.05,50,0.1,friedman_mse,3,0.7201398273977941,0.9274432379072063,0.9263707018305735
323,0.05,50,0.1,friedman_mse,4,0.7066809389907711,0.9249753208292202,0.9232683165201941
324,0.05,50,0.1,squared_error,1,0.6944102246486931,0.9200394866732478,0.9160108841486782
325,0.05,50,0.1,squared_error,2,0.7768604084501765,0.9452122408687068,0.9418987045039207
326,0.05,50,0.1,squared_error,3,0.7726033882226857,0.9422507403751234,0.9414308615289501
327,0.05,50,0.1,squared_error,4,0.7071420080907987,0.9249753208292202,0.9232311302455942
328,0.05,50,0.2,friedman_mse,1,0.6808399405171206,0.9180651530108588,0.9137788427383153
329,0.05,50,0.2,friedman_mse,2,0.7431887870829382,0.932872655478776,0.932153755341887
330,0.05,50,0.2,friedman_mse,3,0.7290859773862386,0.9279368213228035,0.9272176633546724
331,0.05,50,0.2,friedman_mse,4,0.7205537193666707,0.926949654491609,0.9259005910228844
332,0.05,50,0.2,squared_error,1,0.6808399405171206,0.9180651530108588,0.9137788427383153
333,0.05,50,0.2,squared_error,2,0.7600759226424934,0.937314906219151,0.9368345446452198
334,0.05,50,0.2,squared_error,3,0.7599315547931754,0.937314906219151,0.9371746262897644
335,0.05,50,0.2,squared_error,4,0.7625121636037018,0.9383020730503455,0.9380806074611098
336,0.05,50,0.3,friedman_mse,1,0.6808399405171206,0.9180651530108588,0.9137788427383153
337,0.05,50,0.3,friedman_mse,2,0.7044390732311708,0.9234945705824285,0.9217223488614075
338,0.05,50,0.3,friedman_mse,3,0.712502012928191,0.9234945705824285,0.9220499078908666
339,0.05,50,0.3,friedman_mse,4,0.7123249199997512,0.9234945705824285,0.9222718164838828
340,0.05,50,0.3,squared_error,1,0.6808399405171206,0.9180651530108588,0.9137788427383153
341,0.05,50,0.3,squared_error,2,0.7044390732311708,0.9234945705824285,0.9217223488614075
342,0.05,50,0.3,squared_error,3,0.7105769744488819,0.9230009871668311,0.9215662564063838
343,0.05,50,0.3,squared_error,4,0.7127639953883566,0.9239881539980257,0.9226982768937478
344,0.05,50,0.4,friedman_mse,1,0.6846897844000516,0.9190523198420533,0.9152847780112888
345,0.05,50,0.4,friedman_mse,2,0.7100929214263834,0.9249753208292202,0.9233506122899673
346,0.05,50,0.4,friedman_mse,3,0.7117501016142946,0.9230009871668311,0.9216161722626715
347,0.05,50,0.4,friedman_mse,4,0.7160991406073091,0.9244817374136229,0.9232881939710029
348,0.05,50,0.4,squared_error,1,0.6846897844000516,0.9190523198420533,0.9152847780112888
349,0.05,50,0.4,squared_error,2,0.7100929214263834,0.9249753208292202,0.9233506122899673
350,0.05,50,0.4,squared_error,3,0.7117501016142946,0.9230009871668311,0.9216161722626715
351,0.05,50,0.4,squared_error,4,0.7160991406073091,0.9244817374136229,0.9232881939710029
352,0.05,50,0.5,friedman_mse,1,0.6846897844000516,0.9190523198420533,0.9152847780112888
353,0.05,50,0.5,friedman_mse,2,0.706740772244711,0.9234945705824285,0.9217518279088737
354,0.05,50,0.5,friedman_mse,3,0.7131657958656661,0.9234945705824285,0.9223098855314017
355,0.05,50,0.5,friedman_mse,4,0.7200145320333852,0.9264560710760118,0.9250785073457961
356,0.05,50,0.5,squared_error,1,0.6846897844000516,0.9190523198420533,0.9152847780112888
357,0.05,50,0.5,squared_error,2,0.706740772244711,0.9234945705824285,0.9217518279088737
358,0.05,50,0.5,squared_error,3,0.7131657958656661,0.9234945705824285,0.9223098855314017
359,0.05,50,0.5,squared_error,4,0.7195062094114157,0.9259624876604146,0.924702653569741
360,0.05,50,0.6,friedman_mse,1,0.6827741796863322,0.918558736426456,0.9145342991895373
361,0.05,50,0.6,friedman_mse,2,0.711118418069649,0.9249753208292202,0.9229820635710402
362,0.05,50,0.6,friedman_mse,3,0.7118244637605715,0.9230009871668311,0.9214361011188353
363,0.05,50,0.6,friedman_mse,4,0.7200128572373956,0.926949654491609,0.925497104345159
364,0.05,50,0.6,squared_error,1,0.6827741796863322,0.918558736426456,0.9145342991895373
365,0.05,50,0.6,squared_error,2,0.711118418069649,0.9249753208292202,0.9229820635710402
366,0.05,50,0.6,squared_error,3,0.7099911297989103,0.922507403751234,0.9209077243662587
367,0.05,50,0.6,squared_error,4,0.7192166221246611,0.9264560710760118,0.9250518961451323
368,0.05,50,0.7,friedman_mse,1,0.6788867809280159,0.9175715695952616,0.9130183300558515
369,0.05,50,0.7,friedman_mse,2,0.7092967790802369,0.9244817374136229,0.9229057053753059
370,0.05,50,0.7,friedman_mse,3,0.7116706017588958,0.9230009871668311,0.9216644082306412
371,0.05,50,0.7,friedman_mse,4,0.7200128572373956,0.926949654491609,0.925497104345159
372,0.05,50,0.7,squared_error,1,0.6788867809280159,0.9175715695952616,0.9130183300558515
373,0.05,50,0.7,squared_error,2,0.7092967790802369,0.9244817374136229,0.9229057053753059
374,0.05,50,0.7,squared_error,3,0.7116706017588958,0.9230009871668311,0.9216644082306412
375,0.05,50,0.7,squared_error,4,0.7200128572373956,0.926949654491609,0.925497104345159
376,0.05,50,0.8,friedman_mse,1,0.6769144090895862,0.9170779861796644,0.9122526809309706
377,0.05,50,0.8,friedman_mse,2,0.712533590248052,0.9254689042448174,0.9238126276011812
378,0.05,50,0.8,friedman_mse,3,0.7128362530576362,0.9230009871668311,0.9217119724288905
379,0.05,50,0.8,friedman_mse,4,0.7192166221246611,0.9264560710760118,0.9250518961451323
380,0.05,50,0.8,squared_error,1,0.6769144090895862,0.9170779861796644,0.9122526809309706
381,0.05,50,0.8,squared_error,2,0.712533590248052,0.9254689042448174,0.9238126276011812
382,0.05,50,0.8,squared_error,3,0.7128362530576362,0.9230009871668311,0.9217119724288905
383,0.05,50,0.8,squared_error,4,0.7192166221246611,0.9264560710760118,0.9250518961451323
384,0.05,50,0.9,friedman_mse,1,0.6788867809280159,0.9175715695952616,0.9130183300558515
385,0.05,50,0.9,friedman_mse,2,0.7173023398018131,0.9259624876604146,0.9240532597332306
386,0.05,50,0.9,friedman_mse,3,0.7098902061029616,0.9210266535044422,0.9199919902444799
387,0.05,50,0.9,friedman_mse,4,0.721895154470773,0.9274432379072063,0.9260387583912605
388,0.05,50,0.9,squared_error,1,0.6788867809280159,0.9175715695952616,0.9130183300558515
389,0.05,50,0.9,squared_error,2,0.7173023398018131,0.9259624876604146,0.9240532597332306
390,0.05,50,0.9,squared_error,3,0.7098902061029616,0.9210266535044422,0.9199919902444799
391,0.05,50,0.9,squared_error,4,0.7183166582457116,0.9264560710760118,0.924605102785426
392,0.05,50,1.0,friedman_mse,1,0.6769144090895862,0.9170779861796644,0.9122526809309706
393,0.05,50,1.0,friedman_mse,2,0.7187814069041693,0.9264560710760118,0.9246271137467246
394,0.05,50,1.0,friedman_mse,3,0.708368435086923,0.9200394866732478,0.9193183975502074
395,0.05,50,1.0,friedman_mse,4,0.7146057396930099,0.9264560710760118,0.9238085441676299
396,0.05,50,1.0,squared_error,1,0.6769144090895862,0.9170779861796644,0.9122526809309706
397,0.05,50,1.0,squared_error,2,0.7187814069041693,0.9264560710760118,0.9246271137467246
398,0.05,50,1.0,squared_error,3,0.708368435086923,0.9200394866732478,0.9193183975502074
399,0.05,50,1.0,squared_error,4,0.7146057396930099,0.9264560710760118,0.9238085441676299
400,0.05,100,0.1,friedman_mse,1,0.7068554823064562,0.9239881539980257,0.9218343565362659
401,0.05,100,0.1,friedman_mse,2,0.7387937938982584,0.9318854886475815,0.9312557094947215
402,0.05,100,0.1,friedman_mse,3,0.7404403038844751,0.932872655478776,0.9319641890135978
403,0.05,100,0.1,friedman_mse,4,0.7422518980873737,0.9333662388943732,0.9325006927262035
404,0.05,100,0.1,squared_error,1,0.7129459459622504,0.9254689042448174,0.9233059336974742
405,0.05,100,0.1,squared_error,2,0.7927054466464084,0.9486673247778875,0.9462841462009911
406,0.05,100,0.1,squared_error,3,0.760720931161893,0.9383020730503455,0.937364179691686
407,0.05,100,0.1,squared_error,4,0.7423186296718989,0.9333662388943732,0.9325555217744386
408,0.05,100,0.2,friedman_mse,1,0.6960636408074503,0.9215202369200395,0.9193338456213891
409,0.05,100,0.2,friedman_mse,2,0.7610988910210137,0.9378084896347483,0.9377384695265225
410,0.05,100,0.2,friedman_mse,3,0.7553237175230616,0.9358341559723593,0.9356899242521514
411,0.05,100,0.2,friedman_mse,4,0.7277206099818601,0.9284304047384008,0.9276958555197854
412,0.05,100,0.2,squared_error,1,0.6961011471454277,0.9215202369200395,0.9192773879182594
413,0.05,100,0.2,squared_error,2,0.7692437944584001,0.9397828232971372,0.9397737326749589
414,0.05,100,0.2,squared_error,3,0.7818536697186045,0.9437314906219151,0.9435633951308184
415,0.05,100,0.2,squared_error,4,0.7551509283386905,0.9363277393879565,0.9360175992804117
416,0.05,100,0.3,friedman_mse,1,0.6993762741814844,0.9230009871668311,0.9211183458254177
417,0.05,100,0.3,friedman_mse,2,0.7173407173426217,0.9264560710760118,0.9251835062123704
418,0.05,100,0.3,friedman_mse,3,0.7173979092172165,0.9249753208292202,0.9237094231374009
419,0.05,100,0.3,friedman_mse,4,0.7161881396413293,0.9254689042448174,0.9241175185724583
420,0.05,100,0.3,squared_error,1,0.6993762741814844,0.9230009871668311,0.9211183458254177
421,0.05,100,0.3,squared_error,2,0.7178424124494075,0.926949654491609,0.925556849123758
422,0.05,100,0.3,squared_error,3,0.7173979092172165,0.9249753208292202,0.9237094231374009
423,0.05,100,0.3,squared_error,4,0.7135333935865977,0.9244817374136229,0.9231365348623031
424,0.05,100,0.4,friedman_mse,1,0.6985802244327213,0.922507403751234,0.9206737396465816
425,0.05,100,0.4,friedman_mse,2,0.7131371196104754,0.9254689042448174,0.9240115974792223
426,0.05,100,0.4,friedman_mse,3,0.7141257242568986,0.9239881539980257,0.9228609134468432
427,0.05,100,0.4,friedman_mse,4,0.7141815313493238,0.9239881539980257,0.9228067426507818
428,0.05,100,0.4,squared_error,1,0.6985802244327213,0.922507403751234,0.9206737396465816
429,0.05,100,0.4,squared_error,2,0.7131371196104754,0.9254689042448174,0.9240115974792223
430,0.05,100,0.4,squared_error,3,0.7160372206718004,0.9244817374136229,0.923341254438212
431,0.05,100,0.4,squared_error,4,0.7141257242568986,0.9239881539980257,0.9228609134468432
432,0.05,100,0.5,friedman_mse,1,0.6985802244327213,0.922507403751234,0.9206737396465816
433,0.05,100,0.5,friedman_mse,2,0.7150563709367977,0.9259624876604146,0.9245640414488713
434,0.05,100,0.5,friedman_mse,3,0.7179474712390439,0.9249753208292202,0.9238205264818068
435,0.05,100,0.5,friedman_mse,4,0.7200145320333852,0.9264560710760118,0.9250785073457961
436,0.05,100,0.5,squared_error,1,0.6985802244327213,0.922507403751234,0.9206737396465816
437,0.05,100,0.5,squared_error,2,0.7150563709367977,0.9259624876604146,0.9245640414488713
438,0.05,100,0.5,squared_error,3,0.7171779798493949,0.9244817374136229,0.9233819658481659
439,0.05,100,0.5,squared_error,4,0.7184558869672499,0.9254689042448174,0.9241966826463306
440,0.05,100,0.6,friedman_mse,1,0.6976001077640743,0.922507403751234,0.9204050387614069
441,0.05,100,0.6,friedman_mse,2,0.7275509711942884,0.928923988153998,0.9280489236293822
442,0.05,100,0.6,friedman_mse,3,0.7154253639682082,0.9239881539980257,0.9226751245442394
443,0.05,100,0.6,friedman_mse,4,0.7200145320333852,0.9264560710760118,0.9250785073457961
444,0.05,100,0.6,squared_error,1,0.6976001077640743,0.922507403751234,0.9204050387614069
445,0.05,100,0.6,squared_error,2,0.7275509711942884,0.928923988153998,0.9280489236293822
446,0.05,100,0.6,squared_error,3,0.7176864421946106,0.9249753208292202,0.9237582734144288
447,0.05,100,0.6,squared_error,4,0.7200145320333852,0.9264560710760118,0.9250785073457961
448,0.05,100,0.7,friedman_mse,1,0.6985802244327213,0.922507403751234,0.9206737396465816
449,0.05,100,0.7,friedman_mse,2,0.7161605207498027,0.9259624876604146,0.9245977010981211
450,0.05,100,0.7,friedman_mse,3,0.7171779798493949,0.9244817374136229,0.9233819658481659
451,0.05,100,0.7,friedman_mse,4,0.7216001588246972,0.9274432379072063,0.9259671837885848
452,0.05,100,0.7,squared_error,1,0.6985802244327213,0.922507403751234,0.9206737396465816
453,0.05,100,0.7,squared_error,2,0.7161605207498027,0.9259624876604146,0.9245977010981211
454,0.05,100,0.7,squared_error,3,0.7171779798493949,0.9244817374136229,0.9233819658481659
455,0.05,100,0.7,squared_error,4,0.721895154470773,0.9274432379072063,0.9260387583912605
456,0.05,100,0.8,friedman_mse,1,0.6985802244327213,0.922507403751234,0.9206737396465816
457,0.05,100,0.8,friedman_mse,2,0.7229179680606972,0.9279368213228035,0.9266003033751384
458,0.05,100,0.8,friedman_mse,3,0.7190190214309946,0.9249753208292202,0.9239121397064124
459,0.05,100,0.8,friedman_mse,4,0.720699560414352,0.9274432379072063,0.9255199687655128
460,0.05,100,0.8,squared_error,1,0.6985802244327213,0.922507403751234,0.9206737396465816
461,0.05,100,0.8,squared_error,2,0.7210041298260299,0.9274432379072063,0.9261192688537304
462,0.05,100,0.8,squared_error,3,0.7174864058241893,0.9239881539980257,0.9230363494642901
463,0.05,100,0.8,squared_error,4,0.7237772551690095,0.9279368213228035,0.9265802002005681
464,0.05,100,0.9,friedman_mse,1,0.6950209476141643,0.9215202369200395,0.9192453573383532
465,0.05,100,0.9,friedman_mse,2,0.7240156177618953,0.9279368213228035,0.926630063931271
466,0.05,100,0.9,friedman_mse,3,0.7182494833816724,0.9244817374136229,0.9234734275324707
467,0.05,100,0.9,friedman_mse,4,0.7229669373221755,0.9274432379072063,0.9261311272423189
468,0.05,100,0.9,squared_error,1,0.6950209476141643,0.9215202369200395,0.9192453573383532
469,0.05,100,0.9,squared_error,2,0.7240156177618953,0.9279368213228035,0.926630063931271
470,0.05,100,0.9,squared_error,3,0.7182494833816724,0.9244817374136229,0.9234734275324707
471,0.05,100,0.9,squared_error,4,0.7237772551690095,0.9279368213228035,0.9265802002005681
472,0.05,100,1.0,friedman_mse,1,0.6932164462833961,0.9210266535044422,0.9185245488283219
473,0.05,100,1.0,friedman_mse,2,0.7498880925351753,0.9343534057255676,0.9340334212258823
474,0.05,100,1.0,friedman_mse,3,0.7190190214309946,0.9249753208292202,0.9239121397064124
475,0.05,100,1.0,friedman_mse,4,0.7183538737487705,0.9274432379072063,0.9248873754196658
476,0.05,100,1.0,squared_error,1,0.6932164462833961,0.9210266535044422,0.9185245488283219
477,0.05,100,1.0,squared_error,2,0.7498880925351753,0.9343534057255676,0.9340334212258823
478,0.05,100,1.0,squared_error,3,0.7190190214309946,0.9249753208292202,0.9239121397064124
479,0.05,100,1.0,squared_error,4,0.7183538737487705,0.9274432379072063,0.9248873754196658
480,0.05,150,0.1,friedman_mse,1,0.7241598131165532,0.9279368213228035,0.9268506411221336
481,0.05,150,0.1,friedman_mse,2,0.7327199228178095,0.9294175715695953,0.928907162827681
482,0.05,150,0.1,friedman_mse,3,0.7435166622760059,0.9333662388943732,0.9326213652949266
483,0.05,150,0.1,friedman_mse,4,0.7421967657353374,0.9333662388943732,0.9324193396401548
484,0.05,150,0.1,squared_error,1,0.7376687804300956,0.9318854886475815,0.9306990056965996
485,0.05,150,0.1,squared_error,2,0.7825157135946772,0.9442250740375123,0.9428569123228397
486,0.05,150,0.1,squared_error,3,0.7474379611202546,0.9343534057255676,0.9337368402713974
487,0.05,150,0.1,squared_error,4,0.7302488430123453,0.9304047384007897,0.9293341701545214
488,0.05,150,0.2,friedman_mse,1,0.7011167804106833,0.922507403751234,0.9206494325286488
489,0.05,150,0.2,friedman_mse,2,0.7227505404441734,0.9264560710760118,0.9258902535741161
490,0.05,150,0.2,friedman_mse,3,0.7517310788086644,0.9348469891411648,0.9346324548301116
491,0.05,150,0.2,friedman_mse,4,0.7277520375639908,0.9284304047384008,0.9277547600406139
492,0.05,150,0.2,squared_error,1,0.6972741294807316,0.9215202369200395,0.919541188181788
493,0.05,150,0.2,squared_error,2,0.7409739236590891,0.9313919052319842,0.9311883712122435
494,0.05,150,0.2,squared_error,3,0.7734020742742236,0.9407699901283317,0.9407614512695341
495,0.05,150,0.2,squared_error,4,0.7441613394216134,0.932872655478776,0.9325137534727387
496,0.05,150,0.3,friedman_mse,1,0.7017285363306192,0.9230009871668311,0.9211018873895098
497,0.05,150,0.3,friedman_mse,2,0.7181465381802588,0.9264560710760118,0.9252132338760851
498,0.05,150,0.3,friedman_mse,3,0.7261615395452687,0.9284304047384008,0.9272763096470591
499,0.05,150,0.3,friedman_mse,4,0.7200682400205042,0.926949654491609,0.925697971917696
500,0.05,150,0.3,squared_error,1,0.7017285363306192,0.9230009871668311,0.9211018873895098
501,0.05,150,0.3,squared_error,2,0.7181465381802588,0.9264560710760118,0.9252132338760851
502,0.05,150,0.3,squared_error,3,0.7261504431744745,0.9284304047384008,0.9273427505128277
503,0.05,150,0.3,squared_error,4,0.7162248650654329,0.9259624876604146,0.9246599645432152
504,0.05,150,0.4,friedman_mse,1,0.6998282908096451,0.922507403751234,0.920486057521595
505,0.05,150,0.4,friedman_mse,2,0.7153572954179631,0.9254689042448174,0.9241505745556353
506,0.05,150,0.4,friedman_mse,3,0.7219882881701283,0.9274432379072063,0.9261815370280334
507,0.05,150,0.4,friedman_mse,4,0.7172701821567881,0.9259624876604146,0.9246320188138112
508,0.05,150,0.4,squared_error,1,0.6998282908096451,0.922507403751234,0.920486057521595
509,0.05,150,0.4,squared_error,2,0.7179700465934398,0.9264560710760118,0.9251128112615079
510,0.05,150,0.4,squared_error,3,0.7198877011196766,0.926949654491609,0.925595667500161
511,0.05,150,0.4,squared_error,4,0.721479198729343,0.926949654491609,0.9258057304717311
512,0.05,150,0.5,friedman_mse,1,0.6989942055779262,0.9220138203356367,0.9201647731692129
513,0.05,150,0.5,friedman_mse,2,0.7176734379850995,0.926949654491609,0.9255270814785657
514,0.05,150,0.5,friedman_mse,3,0.7218038873858323,0.9274432379072063,0.9260773973912102
515,0.05,150,0.5,friedman_mse,4,0.7161881396413293,0.9254689042448174,0.9241175185724583
516,0.05,150,0.5,squared_error,1,0.6989942055779262,0.9220138203356367,0.9201647731692129
517,0.05,150,0.5,squared_error,2,0.723947977551201,0.9284304047384008,0.9272770867393821
518,0.05,150,0.5,squared_error,3,0.7218038873858323,0.9274432379072063,0.9260773973912102
519,0.05,150,0.5,squared_error,4,0.7223030170434448,0.926949654491609,0.9257702971747904
520,0.05,150,0.6,friedman_mse,1,0.697816257536624,0.9220138203356367,0.9200406896793898
521,0.05,150,0.6,friedman_mse,2,0.7360911171873786,0.9313919052319842,0.930615312282499
522,0.05,150,0.6,friedman_mse,3,0.7202090481568181,0.9264560710760118,0.9251861927572259
523,0.05,150,0.6,friedman_mse,4,0.7265831697136804,0.9279368213228035,0.9270175597203332
524,0.05,150,0.6,squared_error,1,0.697816257536624,0.9220138203356367,0.9200406896793898
525,0.05,150,0.6,squared_error,2,0.7364030604862457,0.930898321816387,0.9302577918654756
526,0.05,150,0.6,squared_error,3,0.7223030170434448,0.926949654491609,0.9257702971747904
527,0.05,150,0.6,squared_error,4,0.7203844765590436,0.9264560710760118,0.9252878700818915
528,0.05,150,0.7,friedman_mse,1,0.697816257536624,0.9220138203356367,0.9200406896793898
529,0.05,150,0.7,friedman_mse,2,0.7264567369225834,0.9284304047384008,0.9274172851240109
530,0.05,150,0.7,friedman_mse,3,0.7197820896952323,0.9254689042448174,0.9243428284544104
531,0.05,150,0.7,friedman_mse,4,0.7216001588246972,0.9274432379072063,0.9259671837885848
532,0.05,150,0.7,squared_error,1,0.697816257536624,0.9220138203356367,0.9200406896793898
533,0.05,150,0.7,squared_error,2,0.7269713921923743,0.928923988153998,0.9277946030320753
534,0.05,150,0.7,squared_error,3,0.72163223434795,0.9259624876604146,0.9248755990349116
535,0.05,150,0.7,squared_error,4,0.7200145320333852,0.9264560710760118,0.9250785073457961
536,0.05,150,0.8,friedman_mse,1,0.697816257536624,0.9220138203356367,0.9200406896793898
537,0.05,150,0.8,friedman_mse,2,0.7309498271159343,0.9299111549851925,0.9288036168166677
538,0.05,150,0.8,friedman_mse,3,0.72163223434795,0.9259624876604146,0.9248755990349116
539,0.05,150,0.8,friedman_mse,4,0.720699560414352,0.9274432379072063,0.9255199687655128
540,0.05,150,0.8,squared_error,1,0.697816257536624,0.9220138203356367,0.9200406896793898
541,0.05,150,0.8,squared_error,2,0.7311293872044952,0.9299111549851925,0.9289074295327472
542,0.05,150,0.8,squared_error,3,0.7198907959913086,0.9254689042448174,0.9241718247422056
543,0.05,150,0.8,squared_error,4,0.720699560414352,0.9274432379072063,0.9255199687655128
544,0.05,150,0.9,friedman_mse,1,0.6977910182874231,0.9220138203356367,0.9202308739748848
545,0.05,150,0.9,friedman_mse,2,0.7392396540008266,0.9318854886475815,0.9311174351262005
546,0.05,150,0.9,friedman_mse,3,0.7187602583304077,0.9249753208292202,0.9238505576984165
547,0.05,150,0.9,friedman_mse,4,0.7242877043941492,0.9284304047384008,0.9269562724883015
548,0.05,150,0.9,squared_error,1,0.6977910182874231,0.9220138203356367,0.9202308739748848
549,0.05,150,0.9,squared_error,2,0.7392396540008266,0.9318854886475815,0.9311174351262005
550,0.05,150,0.9,squared_error,3,0.7187602583304077,0.9249753208292202,0.9238505576984165
551,0.05,150,0.9,squared_error,4,0.720699560414352,0.9274432379072063,0.9255199687655128
552,0.05,150,1.0,friedman_mse,1,0.6982874350786076,0.922507403751234,0.9206668441968798
553,0.05,150,1.0,friedman_mse,2,0.7521345489241883,0.9348469891411648,0.934580435527996
554,0.05,150,1.0,friedman_mse,3,0.7299160658215831,0.9279368213228035,0.9271875243355839
555,0.05,150,1.0,friedman_mse,4,0.72121272031317,0.9279368213228035,0.925896706601813
556,0.05,150,1.0,squared_error,1,0.6982874350786076,0.922507403751234,0.9206668441968798
557,0.05,150,1.0,squared_error,2,0.7521345489241883,0.9348469891411648,0.934580435527996
558,0.05,150,1.0,squared_error,3,0.7299160658215831,0.9279368213228035,0.9271875243355839
559,0.05,150,1.0,squared_error,4,0.72121272031317,0.9279368213228035,0.925896706601813
560,0.05,200,0.1,friedman_mse,1,0.7304218787478378,0.9274432379072063,0.9266079381001384
561,0.05,200,0.1,friedman_mse,2,0.7167866004023852,0.9215202369200395,0.9215047812298984
562,0.05,200,0.1,friedman_mse,3,0.7395572830949092,0.9284304047384008,0.9283444608830916
563,0.05,200,0.1,friedman_mse,4,0.68248959306601,0.8884501480750245,0.8953075188379629
564,0.05,200,0.1,squared_error,1,0.7301736817643668,0.9274432379072063,0.9265205837780947
565,0.05,200,0.1,squared_error,2,0.7665408786557916,0.9353405725567621,0.9347653679824878
566,0.05,200,0.1,squared_error,3,0.7542745292428776,0.9353405725567621,0.9346849502554153
567,0.05,200,0.1,squared_error,4,0.7074991432596129,0.9111549851924976,0.9129856620129522
568,0.05,200,0.2,friedman_mse,1,0.698096986500296,0.920533070088845,0.9189136448289379
569,0.05,200,0.2,friedman_mse,2,0.722590154735059,0.920533070088845,0.9213145059728521
570,0.05,200,0.2,friedman_mse,3,0.7516149666586633,0.9348469891411648,0.9346509999118051
571,0.05,200,0.2,friedman_mse,4,0.7316805187798329,0.9294175715695953,0.9288020168689771
572,0.05,200,0.2,squared_error,1,0.6969411351176007,0.920533070088845,0.9187966533913707
573,0.05,200,0.2,squared_error,2,0.7454747744157291,0.9304047384007897,0.9305745123928795
574,0.05,200,0.2,squared_error,3,0.7680543303290075,0.93928923988154,0.939259949247854
575,0.05,200,0.2,squared_error,4,0.7278051478554475,0.9234945705824285,0.9239635251788328
576,0.05,200,0.3,friedman_mse,1,0.7022647438580685,0.922507403751234,0.9207644992357403
577,0.05,200,0.3,friedman_mse,2,0.7131812572273044,0.922507403751234,0.9218147141090861
578,0.05,200,0.3,friedman_mse,3,0.7253364737226464,0.9279368213228035,0.9268926754359325
579,0.05,200,0.3,friedman_mse,4,0.7239276635508394,0.9279368213228035,0.9268539055147494
580,0.05,200,0.3,squared_error,1,0.7022647438580685,0.922507403751234,0.9207644992357403
581,0.05,200,0.3,squared_error,2,0.7152130362257516,0.9230009871668311,0.9223817169542812
582,0.05,200,0.3,squared_error,3,0.7261504431744745,0.9284304047384008,0.9273427505128277
583,0.05,200,0.3,squared_error,4,0.7220045148661727,0.9274432379072063,0.9263680639976657
584,0.05,200,0.4,friedman_mse,1,0.701403053035391,0.9220138203356367,0.9202924851698824
585,0.05,200,0.4,friedman_mse,2,0.7238514639966854,0.926949654491609,0.9260841208667939
586,0.05,200,0.4,friedman_mse,3,0.724075784541631,0.9279368213228035,0.9267638746976489
587,0.05,200,0.4,friedman_mse,4,0.7200682400205042,0.926949654491609,0.925697971917696
588,0.05,200,0.4,squared_error,1,0.701403053035391,0.9220138203356367,0.9202924851698824
589,0.05,200,0.4,squared_error,2,0.7238514639966854,0.926949654491609,0.9260841208667939
590,0.05,200,0.4,squared_error,3,0.7261504431744745,0.9284304047384008,0.9273427505128277
591,0.05,200,0.4,squared_error,4,0.7262852454506694,0.9284304047384008,0.9274325302467599
592,0.05,200,0.5,friedman_mse,1,0.6975783147611883,0.9210266535044422,0.9191889185343268
593,0.05,200,0.5,friedman_mse,2,0.7275104015923397,0.9284304047384008,0.9275516512978341
594,0.05,200,0.5,friedman_mse,3,0.7239068286545295,0.9279368213228035,0.9266639641209321
