Learning Rate,No. Estimators,Subsample,Criterion,Tree Depth,Val. Macro F1,Val. Micro F1,Val. Weighted F1
67,0.01,50,0.9,friedman_mse,4,0.7225421865776746,0.9234945705824285,0.9164285610137687
68,0.01,50,0.9,squared_error,1,0.5904753547976134,0.8993089832181639,0.8804781862527697
69,0.01,50,0.9,squared_error,2,0.6236443562036093,0.8973346495557749,0.8714092257577704
70,0.01,50,0.9,squared_error,3,0.7314925203749842,0.9195459032576505,0.9090740366994621
71,0.01,50,0.9,squared_error,4,0.7225421865776746,0.9234945705824285,0.9164285610137687
72,0.01,50,1.0,friedman_mse,1,0.5904753547976134,0.8993089832181639,0.8804781862527697
73,0.01,50,1.0,friedman_mse,2,0.6327559649763627,0.8993089832181639,0.8737660003259472
74,0.01,50,1.0,friedman_mse,3,0.7283332086713751,0.918558736426456,0.9075673059531734
75,0.01,50,1.0,friedman_mse,4,0.7152442099765826,0.9264560710760118,0.9237584401577664
76,0.01,50,1.0,squared_error,1,0.5904753547976134,0.8993089832181639,0.8804781862527697
77,0.01,50,1.0,squared_error,2,0.6327559649763627,0.8993089832181639,0.8737660003259472
78,0.01,50,1.0,squared_error,3,0.7283332086713751,0.918558736426456,0.9075673059531734
79,0.01,50,1.0,squared_error,4,0.7152442099765826,0.9264560710760118,0.9237584401577664
80,0.01,100,0.1,friedman_mse,1,0.5709974345432011,0.8948667324777887,0.8758476632317881
81,0.01,100,0.1,friedman_mse,2,0.7667515829935239,0.9387956564659428,0.9366849969876365
82,0.01,100,0.1,friedman_mse,3,0.7833294561926729,0.9447186574531095,0.9430613105665949
83,0.01,100,0.1,friedman_mse,4,0.7967994351542587,0.9491609081934848,0.9472812403631443
84,0.01,100,0.1,squared_error,1,0.5749254312612708,0.8953603158933859,0.8768165295079143
85,0.01,100,0.1,squared_error,2,0.7716907648789424,0.9402764067127345,0.9380590835690811
86,0.01,100,0.1,squared_error,3,0.7719514314374996,0.9407699901283317,0.9390086545921374
87,0.01,100,0.1,squared_error,4,0.7673329900654834,0.9402764067127345,0.9392387381235625
88,0.01,100,0.2,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
89,0.01,100,0.2,friedman_mse,2,0.6992178390919361,0.9220138203356367,0.9184639638787453
90,0.01,100,0.2,friedman_mse,3,0.7210685780657318,0.9239881539980257,0.9175518913418628
91,0.01,100,0.2,friedman_mse,4,0.7222246101956136,0.9259624876604146,0.9210663712977848
92,0.01,100,0.2,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
93,0.01,100,0.2,squared_error,2,0.7399109470539437,0.9318854886475815,0.9298325062998836
94,0.01,100,0.2,squared_error,3,0.7153333789769392,0.922507403751234,0.9157572068888983
95,0.01,100,0.2,squared_error,4,0.713387874265216,0.9230009871668311,0.917380998875633
96,0.01,100,0.3,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
97,0.01,100,0.3,friedman_mse,2,0.6822902416345039,0.9180651530108588,0.9133770020771784
98,0.01,100,0.3,friedman_mse,3,0.717507706774206,0.9220138203356367,0.9154401581003179
99,0.01,100,0.3,friedman_mse,4,0.7157262862804596,0.9264560710760118,0.9245764584218169
100,0.01,100,0.3,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
101,0.01,100,0.3,squared_error,2,0.6827761336243614,0.918558736426456,0.9137453878724061
102,0.01,100,0.3,squared_error,3,0.717956039092946,0.9220138203356367,0.9153545976929957
103,0.01,100,0.3,squared_error,4,0.7146537666364363,0.9244817374136229,0.9207755271302707
104,0.01,100,0.4,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
105,0.01,100,0.4,friedman_mse,2,0.6836999152050698,0.9180651530108588,0.9132234764282474
106,0.01,100,0.4,friedman_mse,3,0.7105490621640609,0.9215202369200395,0.9183834427382931
107,0.01,100,0.4,friedman_mse,4,0.7176537054028058,0.926949654491609,0.9250608149338527
108,0.01,100,0.4,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
109,0.01,100,0.4,squared_error,2,0.6836999152050698,0.9180651530108588,0.9132234764282474
110,0.01,100,0.4,squared_error,3,0.708238863464256,0.9220138203356367,0.9201521986224426
111,0.01,100,0.4,squared_error,4,0.7176537054028058,0.926949654491609,0.9250608149338527
112,0.01,100,0.5,friedman_mse,1,0.5915807643669008,0.8998025666337611,0.880873968750155
113,0.01,100,0.5,friedman_mse,2,0.679543400484724,0.9170779861796644,0.9113693380445858
114,0.01,100,0.5,friedman_mse,3,0.7107382655020054,0.9230009871668311,0.9213401489071193
115,0.01,100,0.5,friedman_mse,4,0.7194298717499109,0.9274432379072063,0.9257741217695287
116,0.01,100,0.5,squared_error,1,0.5915807643669008,0.8998025666337611,0.880873968750155
117,0.01,100,0.5,squared_error,2,0.679543400484724,0.9170779861796644,0.9113693380445858
118,0.01,100,0.5,squared_error,3,0.7107382655020054,0.9230009871668311,0.9213401489071193
119,0.01,100,0.5,squared_error,4,0.7186337294037646,0.926949654491609,0.9253292148548672
120,0.01,100,0.6,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
121,0.01,100,0.6,friedman_mse,2,0.679543400484724,0.9170779861796644,0.9113693380445858
122,0.01,100,0.6,friedman_mse,3,0.7107382655020054,0.9230009871668311,0.9213401489071193
123,0.01,100,0.6,friedman_mse,4,0.7213218694937953,0.9279368213228035,0.9263186486222956
124,0.01,100,0.6,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
125,0.01,100,0.6,squared_error,2,0.679543400484724,0.9170779861796644,0.9113693380445858
126,0.01,100,0.6,squared_error,3,0.7107382655020054,0.9230009871668311,0.9213401489071193
127,0.01,100,0.6,squared_error,4,0.7213218694937953,0.9279368213228035,0.9263186486222956
128,0.01,100,0.7,friedman_mse,1,0.5915807643669008,0.8998025666337611,0.880873968750155
129,0.01,100,0.7,friedman_mse,2,0.679543400484724,0.9170779861796644,0.9113693380445858
130,0.01,100,0.7,friedman_mse,3,0.7107382655020054,0.9230009871668311,0.9213401489071193
131,0.01,100,0.7,friedman_mse,4,0.7213218694937953,0.9279368213228035,0.9263186486222956
132,0.01,100,0.7,squared_error,1,0.5915807643669008,0.8998025666337611,0.880873968750155
133,0.01,100,0.7,squared_error,2,0.679543400484724,0.9170779861796644,0.9113693380445858
134,0.01,100,0.7,squared_error,3,0.7107382655020054,0.9230009871668311,0.9213401489071193
135,0.01,100,0.7,squared_error,4,0.7208160361647649,0.9274432379072063,0.9259440801761859
136,0.01,100,0.8,friedman_mse,1,0.5915807643669008,0.8998025666337611,0.880873968750155
137,0.01,100,0.8,friedman_mse,2,0.679543400484724,0.9170779861796644,0.9113693380445858
138,0.01,100,0.8,friedman_mse,3,0.7107382655020054,0.9230009871668311,0.9213401489071193
139,0.01,100,0.8,friedman_mse,4,0.7177433729871543,0.926949654491609,0.9248849921019531
140,0.01,100,0.8,squared_error,1,0.5915807643669008,0.8998025666337611,0.880873968750155
141,0.01,100,0.8,squared_error,2,0.679543400484724,0.9170779861796644,0.9113693380445858
142,0.01,100,0.8,squared_error,3,0.7107382655020054,0.9230009871668311,0.9213401489071193
143,0.01,100,0.8,squared_error,4,0.7182519054797503,0.9274432379072063,0.9252602228961059
144,0.01,100,0.9,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
145,0.01,100,0.9,friedman_mse,2,0.6953705652509724,0.9210266535044422,0.9164353824410368
146,0.01,100,0.9,friedman_mse,3,0.7092502447495288,0.9220138203356367,0.9204768765569773
147,0.01,100,0.9,friedman_mse,4,0.7146057396930099,0.9264560710760118,0.9238085441676299
148,0.01,100,0.9,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
149,0.01,100,0.9,squared_error,2,0.6953705652509724,0.9210266535044422,0.9164353824410368
150,0.01,100,0.9,squared_error,3,0.7092502447495288,0.9220138203356367,0.9204768765569773
151,0.01,100,0.9,squared_error,4,0.7146057396930099,0.9264560710760118,0.9238085441676299
152,0.01,100,1.0,friedman_mse,1,0.5904753547976134,0.8993089832181639,0.8804781862527697
153,0.01,100,1.0,friedman_mse,2,0.6953705652509724,0.9210266535044422,0.9164353824410368
154,0.01,100,1.0,friedman_mse,3,0.7092502447495288,0.9220138203356367,0.9204768765569773
155,0.01,100,1.0,friedman_mse,4,0.7146057396930099,0.9264560710760118,0.9238085441676299
156,0.01,100,1.0,squared_error,1,0.5904753547976134,0.8993089832181639,0.8804781862527697
157,0.01,100,1.0,squared_error,2,0.6953705652509724,0.9210266535044422,0.9164353824410368
158,0.01,100,1.0,squared_error,3,0.7092502447495288,0.9220138203356367,0.9204768765569773
159,0.01,100,1.0,squared_error,4,0.7146057396930099,0.9264560710760118,0.9238085441676299
160,0.01,150,0.1,friedman_mse,1,0.6158097240804126,0.903751233958539,0.8897346505324286
161,0.01,150,0.1,friedman_mse,2,0.7491629874563316,0.9353405725567621,0.9336545030091554
162,0.01,150,0.1,friedman_mse,3,0.7663105441633236,0.9402764067127345,0.9393210581059415
163,0.01,150,0.1,friedman_mse,4,0.7951838811229964,0.9491609081934848,0.9476404800217544
164,0.01,150,0.1,squared_error,1,0.627489695655424,0.9057255676209279,0.8930573469916832
165,0.01,150,0.1,squared_error,2,0.7549611445251552,0.9368213228035538,0.9350649947883406
166,0.01,150,0.1,squared_error,3,0.7554121249084963,0.937314906219151,0.9363096687346883
167,0.01,150,0.1,squared_error,4,0.760904698288024,0.9387956564659428,0.9379712593099583
168,0.01,150,0.2,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
169,0.01,150,0.2,friedman_mse,2,0.70802653710726,0.9239881539980257,0.9221907417135881
170,0.01,150,0.2,friedman_mse,3,0.7118670193999495,0.9254689042448174,0.9236043423548637
171,0.01,150,0.2,friedman_mse,4,0.7175024526275646,0.926949654491609,0.9252897652574928
172,0.01,150,0.2,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
173,0.01,150,0.2,squared_error,2,0.7181051314427741,0.9264560710760118,0.9249562430978794
174,0.01,150,0.2,squared_error,3,0.7100743119125597,0.9249753208292202,0.9228866334430071
175,0.01,150,0.2,squared_error,4,0.7117110444037297,0.9254689042448174,0.9238298194895763
176,0.01,150,0.3,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
177,0.01,150,0.3,friedman_mse,2,0.6988904781770865,0.9220138203356367,0.9197217221867359
178,0.01,150,0.3,friedman_mse,3,0.7118661025235806,0.9244817374136229,0.9226024665885845
179,0.01,150,0.3,friedman_mse,4,0.7194298717499109,0.9274432379072063,0.9257741217695287
180,0.01,150,0.3,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
181,0.01,150,0.3,squared_error,2,0.6988904781770865,0.9220138203356367,0.9197217221867359
182,0.01,150,0.3,squared_error,3,0.7136490998977042,0.9249753208292202,0.9233175099773698
183,0.01,150,0.3,squared_error,4,0.7154158078213696,0.9254689042448174,0.9240282204868238
184,0.01,150,0.4,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
185,0.01,150,0.4,friedman_mse,2,0.7047145549907183,0.9234945705824285,0.9211974184749291
186,0.01,150,0.4,friedman_mse,3,0.7107382655020054,0.9230009871668311,0.9213401489071193
187,0.01,150,0.4,friedman_mse,4,0.7186337294037646,0.926949654491609,0.9253292148548672
188,0.01,150,0.4,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
189,0.01,150,0.4,squared_error,2,0.7047145549907183,0.9234945705824285,0.9211974184749291
190,0.01,150,0.4,squared_error,3,0.7107382655020054,0.9230009871668311,0.9213401489071193
191,0.01,150,0.4,squared_error,4,0.7189263802406457,0.926949654491609,0.9254002468534579
192,0.01,150,0.5,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
193,0.01,150,0.5,friedman_mse,2,0.7047145549907183,0.9234945705824285,0.9211974184749291
194,0.01,150,0.5,friedman_mse,3,0.7107382655020054,0.9230009871668311,0.9213401489071193
195,0.01,150,0.5,friedman_mse,4,0.7186337294037646,0.926949654491609,0.9253292148548672
196,0.01,150,0.5,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
197,0.01,150,0.5,squared_error,2,0.7047145549907183,0.9234945705824285,0.9211974184749291
198,0.01,150,0.5,squared_error,3,0.7107382655020054,0.9230009871668311,0.9213401489071193
199,0.01,150,0.5,squared_error,4,0.7186337294037646,0.926949654491609,0.9253292148548672
200,0.01,150,0.6,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
201,0.01,150,0.6,friedman_mse,2,0.7047145549907183,0.9234945705824285,0.9211974184749291
202,0.01,150,0.6,friedman_mse,3,0.7099911297989103,0.922507403751234,0.9209077243662587
203,0.01,150,0.6,friedman_mse,4,0.7205187369285438,0.9274432379072063,0.925871823365175
204,0.01,150,0.6,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
205,0.01,150,0.6,squared_error,2,0.7047145549907183,0.9234945705824285,0.9211974184749291
206,0.01,150,0.6,squared_error,3,0.7099911297989103,0.922507403751234,0.9209077243662587
207,0.01,150,0.6,squared_error,4,0.7200128572373956,0.926949654491609,0.925497104345159
208,0.01,150,0.7,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
209,0.01,150,0.7,friedman_mse,2,0.7047145549907183,0.9234945705824285,0.9211974184749291
210,0.01,150,0.7,friedman_mse,3,0.7127431018189931,0.9230009871668311,0.9218870244130392
211,0.01,150,0.7,friedman_mse,4,0.7200128572373956,0.926949654491609,0.925497104345159
212,0.01,150,0.7,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
213,0.01,150,0.7,squared_error,2,0.7047145549907183,0.9234945705824285,0.9211974184749291
214,0.01,150,0.7,squared_error,3,0.7092502447495288,0.9220138203356367,0.9204768765569773
215,0.01,150,0.7,squared_error,4,0.7200128572373956,0.926949654491609,0.925497104345159
216,0.01,150,0.8,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
217,0.01,150,0.8,friedman_mse,2,0.7047145549907183,0.9234945705824285,0.9211974184749291
218,0.01,150,0.8,friedman_mse,3,0.7127431018189931,0.9230009871668311,0.9218870244130392
219,0.01,150,0.8,friedman_mse,4,0.7200128572373956,0.926949654491609,0.925497104345159
220,0.01,150,0.8,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
221,0.01,150,0.8,squared_error,2,0.7047145549907183,0.9234945705824285,0.9211974184749291
222,0.01,150,0.8,squared_error,3,0.7127431018189931,0.9230009871668311,0.9218870244130392
223,0.01,150,0.8,squared_error,4,0.7208160361647649,0.9274432379072063,0.9259440801761859
224,0.01,150,0.9,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
225,0.01,150,0.9,friedman_mse,2,0.712454061224789,0.9254689042448174,0.9231478448085503
226,0.01,150,0.9,friedman_mse,3,0.7127431018189931,0.9230009871668311,0.9218870244130392
227,0.01,150,0.9,friedman_mse,4,0.7174584420048729,0.926949654491609,0.924816189167936
228,0.01,150,0.9,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
229,0.01,150,0.9,squared_error,2,0.712454061224789,0.9254689042448174,0.9231478448085503
230,0.01,150,0.9,squared_error,3,0.7127431018189931,0.9230009871668311,0.9218870244130392
231,0.01,150,0.9,squared_error,4,0.7164439836844803,0.9259624876604146,0.9240660895121344
232,0.01,150,1.0,friedman_mse,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
233,0.01,150,1.0,friedman_mse,2,0.711672507544563,0.9249753208292202,0.9227069421234613
234,0.01,150,1.0,friedman_mse,3,0.711999005259454,0.922507403751234,0.9214551553452816
235,0.01,150,1.0,friedman_mse,4,0.7146057396930099,0.9264560710760118,0.9238085441676299
236,0.01,150,1.0,squared_error,1,0.5900480263116208,0.8993089832181639,0.8804260997161968
237,0.01,150,1.0,squared_error,2,0.711672507544563,0.9249753208292202,0.9227069421234613
238,0.01,150,1.0,squared_error,3,0.711999005259454,0.922507403751234,0.9214551553452816
239,0.01,150,1.0,squared_error,4,0.7146057396930099,0.9264560710760118,0.9238085441676299
240,0.01,200,0.1,friedman_mse,1,0.6712079421405476,0.9155972359328727,0.9097993121143271
241,0.01,200,0.1,friedman_mse,2,0.7455495507617643,0.9343534057255676,0.9330591249268619
242,0.01,200,0.1,friedman_mse,3,0.7489279734889629,0.9353405725567621,0.9346454844072963
243,0.01,200,0.1,friedman_mse,4,0.7789240311885581,0.9447186574531095,0.9429935163489435
244,0.01,200,0.1,squared_error,1,0.6806546564234192,0.9175715695952616,0.9122966155906315
245,0.01,200,0.1,squared_error,2,0.7491115973271338,0.9353405725567621,0.9340578448275091
246,0.01,200,0.1,squared_error,3,0.730893067058306,0.9304047384007897,0.9293795080288803
247,0.01,200,0.1,squared_error,4,0.7534916865053946,0.9368213228035538,0.9359404627293082
248,0.01,200,0.2,friedman_mse,1,0.6353523742847452,0.9076999012833169,0.8966094311871953
249,0.01,200,0.2,friedman_mse,2,0.69925273993462,0.9220138203356367,0.9199168716519589
250,0.01,200,0.2,friedman_mse,3,0.7120577445736759,0.9249753208292202,0.9234295755937536
251,0.01,200,0.2,friedman_mse,4,0.7097770357680014,0.9249753208292202,0.9233407617974498
252,0.01,200,0.2,squared_error,1,0.6353523742847452,0.9076999012833169,0.8966094311871953
253,0.01,200,0.2,squared_error,2,0.7177195675203545,0.9264560710760118,0.9250190121624817
254,0.01,200,0.2,squared_error,3,0.7097770357680014,0.9249753208292202,0.9233407617974498
255,0.01,200,0.2,squared_error,4,0.7097770357680014,0.9249753208292202,0.9233407617974498
256,0.01,200,0.3,friedman_mse,1,0.6353523742847452,0.9076999012833169,0.8966094311871953
257,0.01,200,0.3,friedman_mse,2,0.6987541255920859,0.9220138203356367,0.9199493600859712
258,0.01,200,0.3,friedman_mse,3,0.7136490998977042,0.9249753208292202,0.9233175099773698
259,0.01,200,0.3,friedman_mse,4,0.7143585523454257,0.9249753208292202,0.9235204709096747
260,0.01,200,0.3,squared_error,1,0.6353523742847452,0.9076999012833169,0.8966094311871953
261,0.01,200,0.3,squared_error,2,0.6988904781770865,0.9220138203356367,0.9197217221867359
262,0.01,200,0.3,squared_error,3,0.7114024302424248,0.9244817374136229,0.9228229646582639
263,0.01,200,0.3,squared_error,4,0.7146332075969519,0.9249753208292202,0.9235866160389841
264,0.01,200,0.4,friedman_mse,1,0.6353523742847452,0.9076999012833169,0.8966094311871953
265,0.01,200,0.4,friedman_mse,2,0.7047145549907183,0.9234945705824285,0.9211974184749291
266,0.01,200,0.4,friedman_mse,3,0.712502012928191,0.9234945705824285,0.9220499078908666
267,0.01,200,0.4,friedman_mse,4,0.7162859714677718,0.9254689042448174,0.9240048274217105
268,0.01,200,0.4,squared_error,1,0.6353523742847452,0.9076999012833169,0.8966094311871953
269,0.01,200,0.4,squared_error,2,0.7027752927089598,0.9230009871668311,0.9207068049152713
270,0.01,200,0.4,squared_error,3,0.712502012928191,0.9234945705824285,0.9220499078908666
271,0.01,200,0.4,squared_error,4,0.7157822942557128,0.9249753208292202,0.9236303493840297
272,0.01,200,0.5,friedman_mse,1,0.6353523742847452,0.9076999012833169,0.8966094311871953
273,0.01,200,0.5,friedman_mse,2,0.7047145549907183,0.9234945705824285,0.9211974184749291
274,0.01,200,0.5,friedman_mse,3,0.7117501016142946,0.9230009871668311,0.9216161722626715
275,0.01,200,0.5,friedman_mse,4,0.7178444305765321,0.9264560710760118,0.9248860481727426
276,0.01,200,0.5,squared_error,1,0.6353523742847452,0.9076999012833169,0.8966094311871953
277,0.01,200,0.5,squared_error,2,0.7047145549907183,0.9234945705824285,0.9211974184749291
278,0.01,200,0.5,squared_error,3,0.7117501016142946,0.9230009871668311,0.9216161722626715
279,0.01,200,0.5,squared_error,4,0.7162859714677718,0.9254689042448174,0.9240048274217105
280,0.01,200,0.6,friedman_mse,1,0.6329239252264843,0.9072063178677197,0.8957213143690872
281,0.01,200,0.6,friedman_mse,2,0.7039330013104922,0.9230009871668311,0.9207565157898397
282,0.01,200,0.6,friedman_mse,3,0.7102649883919177,0.9220138203356367,0.9207534192676416
283,0.01,200,0.6,friedman_mse,4,0.7200128572373956,0.926949654491609,0.925497104345159
284,0.01,200,0.6,squared_error,1,0.6329239252264843,0.9072063178677197,0.8957213143690872
285,0.01,200,0.6,squared_error,2,0.7039330013104922,0.9230009871668311,0.9207565157898397
286,0.01,200,0.6,squared_error,3,0.7102649883919177,0.9220138203356367,0.9207534192676416
287,0.01,200,0.6,squared_error,4,0.7200128572373956,0.926949654491609,0.925497104345159
288,0.01,200,0.7,friedman_mse,1,0.6329239252264843,0.9072063178677197,0.8957213143690872
289,0.01,200,0.7,friedman_mse,2,0.7039330013104922,0.9230009871668311,0.9207565157898397
290,0.01,200,0.7,friedman_mse,3,0.708082794454795,0.920533070088845,0.9194707274140667
291,0.01,200,0.7,friedman_mse,4,0.7200128572373956,0.926949654491609,0.925497104345159
292,0.01,200,0.7,squared_error,1,0.6329239252264843,0.9072063178677197,0.8957213143690872
293,0.01,200,0.7,squared_error,2,0.7039330013104922,0.9230009871668311,0.9207565157898397
294,0.01,200,0.7,squared_error,3,0.708082794454795,0.920533070088845,0.9194707274140667
295,0.01,200,0.7,squared_error,4,0.7200128572373956,0.926949654491609,0.925497104345159
